pet_id,pet_scientific_name,pet_vernacular_name,pet_genus,pet_family,pet_body_shape,pet_traits,pet_max_length,pet_max_weight,pet_longevity,pet_habitat,pet_temperature,pet_ph_range,pet_water_hardness,pet_tank_size,pet_migration_type,pet_danger,pet_is_native,pet_comments,pet_aquarium,pet_cost,pet_image_ref,pet_banned,pet_invasive_risk,pet_care_level,pet_diet
271t,Pelusios niger,West african black mud turtle,Pelusios,Pelomedusidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 5}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Black""}, ""iucn_status"": ""Near Threatened (as of 2024)"", ""iucn_trend"": ""Decreasing""}",35.5,4.633,14.7,Wetlands,,,,140.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Fish, Amphibians, Insects, Crustaceans, Shellfish;Plants""}"
272t,Pelusios rhodesianus,"Variable mud turtle, Mashona hinged terrapin",Pelusios,Pelomedusidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 5}}","{""turtle"": {""carapace_colour"": ""Black"", ""dorsal_colour"": ""Black"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Black, yellow""}, ""iucn_status"": ""Least Concern (as of 2024)"", ""iucn_trend"": ""Unspecified""}",25.5,1.8847815036864999,47.0,Wetlands,,,,100.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""mollusks, aquatic insects, small fish, frogs, and some aquatic plant matter""}"
273t,Pelusios sinuatus,Serrated hinged terrapin,Pelusios,Pelomedusidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 5}}","{""turtle"": {""carapace_colour"": ""Dark brown tan"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellowyellowish brown""}, ""iucn_status"": ""Not Evaluated (as of 2024)"", ""iucn_trend"": ""Not Evaluated""}",55.0,24.117,14.7,Wetlands,,,,220.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Fish, Shrimp, Worms""}"
274t,Pelusios subniger,Black-bellied hinged terrapin,Pelusios,Pelomedusidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 5}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Black/Brown/Gray/Yellow"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Least Concern (as of 2024)"", ""iucn_trend"": ""Unspecified""}",20.0,1.29291183492396,47.0,Wetlands,,,,80.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Invertebrates, Fish, Plants""}"
275t,Pelusios upembae,Upemba mud turtle,Pelusios,Pelomedusidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 5}}","{""turtle"": {""carapace_colour"": ""Black"", ""dorsal_colour"": ""Black"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Black, yellow""}, ""iucn_status"": ""Data Deficient (as of 2024)"", ""iucn_trend"": ""Unspecified""}",23.0,1.62223193877809,,Wetlands,,,,90.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""insects, snails, worms, small fish, tadpoles, and some plant material""}"
276t,Pelusios williamsi,Williams’ mud turtle,Pelusios,Pelomedusidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 5}}","{""turtle"": {""carapace_colour"": ""Brown black"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellow""}, ""iucn_status"": ""Not Evaluated (as of 2024)"", ""iucn_trend"": ""Not Evaluated""}",25.0,1.82514962690314,,Wetlands,,,,100.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""insects, mollusks, crustaceans, worms, small aquatic animals, and some aquatic plants""}"
277t,Phrynops geoffroanus,Geoffroy’s side-necked turtle,Phrynops,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Brown"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Orange yellow, black""}, ""iucn_status"": ""Not Evaluated (as of 2024)"", ""iucn_trend"": ""Not Evaluated""}",46.3,4.386,37.5,Wetlands,,,,180.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Insects, Shrimp, Snails, Crabs, Fish""}"
278t,Phrynops hilarii,Saint-hilaire’s side-necked turtle,Phrynops,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Black brown"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""White black spot""}, ""iucn_status"": ""Not Evaluated (as of 2024)"", ""iucn_trend"": ""Not Evaluated""}",40.8,6.067,37.5,Wetlands,,,,160.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Amphibians, Invertebrates, Fish, Mammals, Reptiles""}"
279t,Phrynops tuberosus,Guianan shield side-necked turtle,Phrynops,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Black brown"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Orange yellow""}, ""iucn_status"": ""Not Evaluated (as of 2024)"", ""iucn_trend"": ""Not Evaluated""}",39.0,5.705,37.5,Wetlands,,,,150.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""aquatic insects, crustaceans, snails, worms, tadpoles, fish, and other small aquatic animals""}"
280t,Phrynops williamsi,Williams' side-necked turtle,Phrynops,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Brown"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Grayish white to light yellow""}, ""iucn_status"": ""Vulnerable (as of 2024)"", ""iucn_trend"": ""Decreasing""}",35.5,4.54,,Wetlands,,,,140.0,,,Not Native,"Used as Pets/display animals, horticulture. Side-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Molluscs""}"
281t,Platemys platycephala,Twist-necked turtle,Platemys,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Black/Brown/Orange/Yellow"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Black or dark brown""}, ""iucn_status"": ""Not Evaluated (as of 2024)"", ""iucn_trend"": ""Not Evaluated""}",18.0,0.872,20.0,Wetlands,,,,70.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Insects, Worms, Small Fish, Snails""}"
282t,Platysternon megacephalum,Big-headed turtle,Platysternon,Platysternidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Olive color""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",25.5,0.3668,27.0,Forest/Wetlands,,,,100.0,,,Not Native,"Used as Medicine - human & veterinary, Pets/display animals, horticulture. Hidden-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.",,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Earthworms, Snails, Worms""}"
283t,Podocnemis erythrocephala,Red-headed amazon river turtle,Podocnemis,Podocnemididae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 5}}","{""turtle"": {""carapace_colour"": ""Brown black,reddish brown,yellowish brown"", ""dorsal_colour"": ""Black"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Vulnerable (as of 2024)"", ""iucn_trend"": ""Unspecified""}",34.0,3.584,18.0,Wetlands,,,,130.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""mostly herbivorous on aquatic plants,flowers,fallen tree fruits,and roots;some species are oppotunistic carnivores on fish and aquatic invertebrates""}"
284t,Podocnemis expansa,South american river turtle,Podocnemis,Podocnemididae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Grayish,black"", ""dorsal_colour"": ""Brown/Gray/Green"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellow,  black  spot""}, ""iucn_status"": ""Lower Risk/conservation dependent (as of 2024)""}",109.0,64.845,50.0,Wetlands,,,,430.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Invertebrates, Fish, Plants""}"
285t,Podocnemis lewyana,Magdalena river turtle,Podocnemis,Podocnemididae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Grayish green,reddish brown"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Grayish brown""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",50.0,11.155,50.0,Forest/Wetlands,,,,200.0,,,Not Native,"Used as Medicine - human & veterinary, Food - human. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Invertebrates, Plants""}"
286t,Podocnemis sextuberculata,Six-tubercled amazon river turtle,Podocnemis,Podocnemididae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Grayish brown"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Vulnerable (as of 2024)"", ""iucn_trend"": ""Unspecified""}",34.0,3.907,50.0,Wetlands,,,,130.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""grasses, aquatic plants, fruits, seeds, insects, and other small aquatic food""}"
287t,Podocnemis unifilis,"Yellow-spotted river turtle, Yellow-spotted sideneck turtle, Tracajá, Taricaya",Podocnemis,Podocnemididae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Grayish black"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Grayish yellow""}, ""iucn_status"": ""Vulnerable (as of 2024)"", ""iucn_trend"": ""Unspecified""}",50.0,14.0,70.0,Wetlands,,,,200.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Invertebrates, Plants""}"
288t,Podocnemis vogli,Savanna sideneck turtle,Podocnemis,Podocnemididae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 5}}","{""turtle"": {""carapace_colour"": ""Brown , dark green"", ""dorsal_colour"": ""Brown/Green"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Grayish white""}, ""iucn_status"": ""Not Evaluated (as of 2024)"", ""iucn_trend"": ""Not Evaluated""}",36.0,5.8,,Wetlands,,,,140.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Plants""}"
289t,Psammobates geometricus,Geometric tortoise,Psammobates,Testudinidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Yellow, black"", ""dorsal_colour"": ""Black/Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Yellow, brown""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",16.5,0.968,31.0,Shrubland,,,,60.0,,,Not Native,"Used as Pets/display animals, horticulture, Food - human. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Plants""}"
290t,Psammobates oculifer,Serrated tent tortoise,Psammobates,Testudinidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Yellow, black"", ""dorsal_colour"": ""Black/Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Yellow, black""}, ""iucn_status"": ""Not Evaluated (as of 2024)"", ""iucn_trend"": ""Not Evaluated""}",15.0,0.705,6.7,Desert,,,,60.0,,,Not Native,Used as Null. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""forbs, succulents, and grasses""}"
291t,Psammobates tentorius,Tent tortoise,Psammobates,Testudinidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan, yellow"", ""dorsal_colour"": ""Black/Brown/Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Brown""}, ""iucn_status"": ""Near Threatened (as of 2024)"", ""iucn_trend"": ""Decreasing""}",15.0,0.679,8.0,Shrubland,,,,60.0,,,Not Native,"Used as Pets/display animals, horticulture. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Plants""}"
292t,Pseudemydura umbrina,Western swamp turtle,Pseudemydura,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Brown"", ""dorsal_colour"": ""Black/Brown/Yellow"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellow""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Unspecified""}",15.5,0.606,4.3,Forest/Wetlands,,,,60.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Insectivores, Molluscivore""}"
293t,Pseudemys alabamensis,Alabama red-bellied cooter,Pseudemys,Emydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Olive color to dark green"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Red or orange""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Unspecified""}",37.5,4.30501284242897,10.5,Wetlands,,,,150.0,,,Not Native,Used as Null. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Aquatic Vegetation And Algae""}"
294t,Pseudemys concinna,River cooter,Pseudemys,Emydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Black, yellow"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Yellow""}, ""iucn_status"": ""Least Concern (as of 2024)"", ""iucn_trend"": ""Unknown""}",43.7,8.771,44.0,Wetlands,,,,170.0,,,Not Native,"Used as Pets/display animals, horticulture. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Carnivorous as juveniles becoming Omnivorous after first year;many aquatic plants,animals,and carrion""}"
295t,Pseudemys floridana,Coastal plain cooter,Pseudemys,Emydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Black"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Yellow""}, ""iucn_status"": ""Null (as of 2024)"", ""iucn_trend"": ""Null""}",40.0,3.5,,Wetlands,,,,160.0,,,Not Native,Used as Null. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Leaves，Algae""}"
296t,Pseudemys gorzugi,Rio grande cooter,Pseudemys,Emydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""yellowish green , green"", ""dorsal_colour"": ""Green"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Yellow""}, ""iucn_status"": ""Near Threatened (as of 2024)"", ""iucn_trend"": ""Unknown""}",40.0,5.6,44.0,Wetlands,,,,160.0,,,Not Native,"Used as Pets/display animals, horticulture. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Leaves，Algae""}"
297t,Pseudemys nelsoni,Florida red-bellied cooter,Pseudemys,Emydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Olive brown to black"", ""dorsal_colour"": ""Brown/Red"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Orange or coral color""}, ""iucn_status"": ""Least Concern (as of 2024)"", ""iucn_trend"": ""Stable""}",38.0,6.266,30.0,Wetlands,,,,150.0,,,Not Native,"Used as Food - human, Pets/display animals, horticulture. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Aquatic Plants, Algae, Plant Seeds, Fruits, Worms""}"
298t,Pseudemys peninsularis,Peninsula cooter,Pseudemys,Emydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Yellow, black"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Yellow, white""}, ""iucn_status"": ""Least Concern (as of 2024)"", ""iucn_trend"": ""Unknown""}",40.3,7.352,44.0,Wetlands,,,,160.0,,,Not Native,"Used as Pets/display animals, horticulture, Food - human. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Leaves，Wood, Bark, Or Stems，Fruit，Algae""}"
299t,Pseudemys rubriventris,Northern redbelly turtle,Pseudemys,Emydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Black"", ""dorsal_colour"": ""Brown/Red/Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Orange red""}, ""iucn_status"": ""Near Threatened (as of 2024)"", ""iucn_trend"": ""Unknown""}",40.0,7.204,55.0,Wetlands,,,,160.0,,,Not Native,Used as Null. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Vegetation And Algae, Such As Peach Leaf, Bladderwort""}"
300t,Pseudemys texana,Texas cooter,Pseudemys,Emydidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Olive color, brown"", ""dorsal_colour"": ""Black/Green/Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Yellow""}, ""iucn_status"": ""Least Concern (as of 2024)"", ""iucn_trend"": ""Unknown""}",33.0,4.269,44.0,Wetlands,,,,130.0,,,Not Native,Used as Null. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Plants""}"
301t,Pyxis arachnoides,Spider tortoise,Pyxis,Testudinidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Black, light brown"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Yellow or yellowish brown""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",17.0,0.746,70.0,Wetlands,,,,70.0,,,Not Native,"Used as Pets/display animals, horticulture, Food - human. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.",,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Cactus, Fruit, Mollusk, Earthworm, Insect""}"
302t,Pyxis planicauda,Flat-tailed tortoise,Pyxis,Testudinidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Black, light brown , yellow spot"", ""dorsal_colour"": ""Black/Green/Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Yellow""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",15.9,0.89,,Wetlands,,,,60.0,,,Not Native,"Used as Pets/display animals, horticulture. Hidden-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.",,,,,,,"{""main_type"": ""Herbivorous"", ""remarks"": ""Plants""}"
303t,Rafetus euphraticus,Euphrates softshell turtle,Rafetus,Trionychidae,"{""turtle"": {""shell_type"": ""Softshell"", ""no_of_toes_fore"": 3, ""no_of_toes_hind"": 3}}","{""turtle"": {""carapace_colour"": ""Green to dark brown"", ""dorsal_colour"": ""Brown/Yellow"", ""dorsal_pattern"": ""Blotched"", ""underside_colour"": ""Grayish to light yellow""}, ""iucn_status"": ""Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",68.0,29.806193903303303,,Wetlands,,,,270.0,,,Not Native,Used as Food - human. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Invertebrates, Birds, Fish, Plants""}"
304t,Rafetus swinhoei,Yangtze giant softshell turtle,Rafetus,Trionychidae,"{""turtle"": {""shell_type"": ""Softshell"", ""no_of_toes_fore"": 3, ""no_of_toes_hind"": 3}}","{""turtle"": {""carapace_colour"": ""Grayish brown"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Grayish brown""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",180.0,200.0,100.0,Wetlands,,,,710.0,,,Not Native,Used as Food - human. Hidden-necked retraction mechanism. Usually exhibits Diurnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Amphibians, Invertebrates, Fish, Plants""}"
305t,Ranacephala hogei,Hoge’s side-necked turtle,Ranacephala,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Brown black"", ""dorsal_colour"": ""Black/Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Meat pink""}, ""iucn_status"": ""Critically Endangered (as of 2024)"", ""iucn_trend"": ""Decreasing""}",38.0,4.55,,Wetlands,,,,150.0,,,Not Native,"Used as Pets/display animals, horticulture, Food - human. Side-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.",,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""fish, aquatic insects, crustaceans, mollusks, and other small aquatic animals""}"
306t,Rheodytes leukops,Fitzroy river turtle,Rheodytes,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Dark brown"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light  brown yellow""}, ""iucn_status"": ""Vulnerable (as of 2024)"", ""iucn_trend"": ""Unspecified""}",26.2,2.17,,Wetlands,,,,100.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Cathemeral activity patterns.,,,,,,,"{""main_type"": ""Carnivorous"", ""remarks"": ""Primarily Carnivorous on aquatic insect larvae in some tributaries;herbivorous in other tributaries""}"
307t,Rhinemys rufipes,Red side-necked turtle,Rhinemys,Chelidae,"{""turtle"": {""shell_type"": ""Hardshell"", ""no_of_toes_fore"": 5, ""no_of_toes_hind"": 4}}","{""turtle"": {""carapace_colour"": ""Tan"", ""dorsal_colour"": ""Brown"", ""dorsal_pattern"": ""Uniform"", ""underside_colour"": ""Light yellow""}, ""iucn_status"": ""Near Threatened (as of 2024)"", ""iucn_trend"": ""Unspecified""}",26.0,2.335,,Wetlands,,,,100.0,,,Not Native,Used as Null. Side-necked retraction mechanism. Usually exhibits Nocturnal activity patterns.,,,,,,,"{""main_type"": ""Omnivorous"", ""remarks"": ""Fruit,Insects, Crustaceans, And Palm Trees""}"
