Order,Family,Species,"FishBase name",Occurrence,"Name(s) in Territory",Pictures
Gobiiformes,Gobiidae,"Pseudotrypauchen multiradiatus",,native,,"No picture yet."
Eupercaria/misc,Labridae,"Pteragogus guttatus","Sneaky wrasse",native,"Malay : Nuri bulu","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ptgut_u1.jpg"", ""Open image"")"
Gobiiformes,Microdesmidae,"Ptereleotris microlepis","Blue gudgeon",native,"Malay : Gobi-busur biru","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ptmic_u8.jpg"", ""Open image"")"
Eupercaria/misc,Caesionidae,"Pterocaesio chrysozona","Goldband fusilier",native,"Malay : Sulit jalur emas","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ptchr_u4.jpg"", ""Open image"")"
Eupercaria/misc,Caesionidae,"Pterocaesio digramma","Double-lined fusilier",native,"Malay : Sulit dwijalur","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ptdig_u2.jpg"", ""Open image"")"
Eupercaria/misc,Caesionidae,"Pterocaesio marri","Marr's fusilier",native,"Malay : Sulit karang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ptmar_u0.jpg"", ""Open image"")"
Eupercaria/misc,Caesionidae,"Pterocaesio pisang","Banana fusilier",native,"Malay : Sulit pisang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ptpis_u6.jpg"", ""Open image"")"
Eupercaria/misc,Caesionidae,"Pterocaesio randalli","Randall's fusilier",native,"Malay : Sulit tompok kuning","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ptran_u0.jpg"", ""Open image"")"
Eupercaria/misc,Caesionidae,"Pterocaesio tessellata","Onestripe fusilier",native,"Malay : Sulit sejalur","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Pttes_u1.jpg"", ""Open image"")"
Eupercaria/misc,Caesionidae,"Pterocaesio tile","Dark-banded fusilier",native,"Malay : Sulit jalur hitam","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Pttil_u4.jpg"", ""Open image"")"
Eupercaria/misc,Caesionidae,"Pterocaesio trilineata","Three-stripe fusilier",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Pttri_u3.jpg"", ""Open image"")"
Siluriformes,Siluridae,"Pterocryptis cochinchinensis",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ptcoc_u0.jpg"", ""Open image"")"
Siluriformes,Siluridae,"Pterocryptis furnessi",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ptfur_u0.jpg"", ""Open image"")"
Perciformes/Scorpaenoidei,Scorpaenidae,"Pterois russelii","Plaintail turkeyfish",native,"Malay : Depu-belang karang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ptrus_u4.jpg"", ""Open image"")"
Perciformes/Scorpaenoidei,Scorpaenidae,"Pterois volitans","Red lionfish",native,"Malay : Depu-belang zebra","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ptvol_u0.jpg"", ""Open image"")"
Eupercaria/misc,Sciaenidae,"Pterotolithus lateoides","Bigmouth croaker",native,"Malay : Jarang-gigi jarau putih","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ptlat_u2.jpg"", ""Open image"")"
Eupercaria/misc,Sciaenidae,"Pterotolithus maculatus","Blotched tiger-toothed croaker",native,"Malay : Jarang-gigi jarau bintik","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ptmac_u2.jpg"", ""Open image"")"
Siluriformes,Loricariidae,"Pterygoplichthys pardalis","Amazon sailfin catfish",introduced,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Lipar_u0.jpg"", ""Open image"")"
Perciformes/Scorpaenoidei,Triglidae,"Pterygotrigla hemisticta","Blackspotted gurnard",native,"Malay : Belalang-paruh bintik","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Pthem_u2.jpg"", ""Open image"")"
Cypriniformes,Cyprinidae,"Puntigrus partipentazona",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Pupar_u1.jpg"", ""Open image"")"
Cypriniformes,Cyprinidae,"Puntigrus tetrazona","Sumatra barb",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Putet_u3.jpg"", ""Open image"")"
Cypriniformes,Cyprinidae,"Puntioplites bulu",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Pubul_u0.jpg"", ""Open image"")"
Cypriniformes,Cyprinidae,"Puntioplites proctozystron",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Pupro_u0.gif"", ""Open image"")"
Cypriniformes,Cyprinidae,"Puntioplites waandersi",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Puwaa_u0.gif"", ""Open image"")"
Cypriniformes,Cyprinidae,"Puntius brevis",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Pubre_u1.jpg"", ""Open image"")"
Cypriniformes,Cyprinidae,"Puntius sealei",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Pubin_u2.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Pycnochromis flavipectoralis","Malayan chromis",native,"Malay : Malaya","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chfla_u0.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Pycnochromis lineatus","Lined chromis",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chlin_u0.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Pycnochromis ovatiformis","Ovate chromis",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chova_u4.jpg"", ""Open image"")"
Ovalentaria/misc,Pomacentridae,"Pycnochromis retrofasciatus","Black-bar chromis",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Chret_uc.jpg"", ""Open image"")"
Acanthuriformes,Pomacanthidae,"Pygoplites diacanthus","Regal angelfish",native,"Malay : Taring-pelanduk celak","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Pydia_uk.jpg"", ""Open image"")"
Perciformes/Serranoidei,Anthiadidae,"Pyronotanthias lori","Lori's anthias",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Pslor_u0.jpg"", ""Open image"")"
Perciformes/Serranoidei,Anthiadidae,"Pyronotanthias smithvanizi","Princess anthias",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Pssmi_u0.jpg"", ""Open image"")"
Carangiformes,Rachycentridae,"Rachycentron canadum",Cobia,native,"Malay : Aruan tasek","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Racan_u9.jpg"", ""Open image"")"
Clupeiformes,Pristigasteridae,"Raconda russeliana",Raconda,native,"Malay : Daun buluh","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rarus_u0.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Raiamas guttatus","Burmese trout",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ragut_u0.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora argyrotaenia","Silver rasbora",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Raarg_u0.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora aurotaenia","Pale rasbora",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Raaur_u0.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora bankanensis",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Raban_m0.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora borapetensis","Blackline rasbora",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rabor_u1.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora borneensis",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Rabor_u0.gif"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora caudimaculata","Greater scissortail",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Racau_u1.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora cephalotaenia",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Racep_u2.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora chrysotaenia","Goldstripe rasbora",native,,"No picture yet."
Cypriniformes,Danionidae,"Rasbora cryptica",,native,,"No picture yet."
Cypriniformes,Danionidae,"Rasbora daniconius","Slender rasbora",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Radan_u1.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora dusonensis","Rosefin rasbora",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rator_u1.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora einthovenii","Brilliant rasbora",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Raein_u1.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora elegans","Twospot rasbora",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Raele_u1.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora ennealepis",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Raenn_u0.gif"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora hubbsi",,endemic,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rahub_u0.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora kalochroma","Clown rasbora",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rakal_u0.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora kottelati",,native,,"No picture yet."
Cypriniformes,Danionidae,"Rasbora lateristriata","Yellow rasbora",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ralat_u0.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora notura",,native,,"No picture yet."
Cypriniformes,Danionidae,"Rasbora paucisqualis","Largescaled rasbora",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rapau_u6.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora rheophila",,native,,"No picture yet."
Cypriniformes,Danionidae,"Rasbora rutteni",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rarut_u0.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora sarawakensis",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Rasar_u0.gif"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora semilineata",,native,,"No picture yet."
Cypriniformes,Danionidae,"Rasbora sumatrana",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rasum_u1.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora tornieri","Yellowtail rasbora",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Rator_u0.gif"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora trifasciata",,native,,"No picture yet."
Cypriniformes,Danionidae,"Rasbora trilineata","Three-lined rasbora",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ratri_u4.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora tubbi",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ratub_u0.jpg"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora tuberculata",,native,,"No picture yet."
Cypriniformes,Danionidae,"Rasbora volzii",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Ravol_u0.gif"", ""Open image"")"
Cypriniformes,Danionidae,"Rasbora vulgaris",,native,,"No picture yet."
Cypriniformes,Xenocyprididae,"Rasborichthys helfrichii",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Rahel_u0.gif"", ""Open image"")"
Scombriformes,Scombridae,"Rastrelliger brachysoma","Short mackerel",native,"Malay : Kembung pelaling","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rabra_u6.jpg"", ""Open image"")"
Scombriformes,Scombridae,"Rastrelliger faughni","Island mackerel",native,"Malay : Kembung lampai","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rafau_u0.jpg"", ""Open image"")"
Scombriformes,Scombridae,"Rastrelliger kanagurta","Indian mackerel",native,"Malay : Kembung borek","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rakan_u9.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Redigobius balteatus","Rhinohorn goby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rebal_u2.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Redigobius bikolanus","Speckled goby",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rebik_u1.jpg"", ""Open image"")"
Gobiiformes,Gobiidae,"Redigobius isognathus",,native,,"No picture yet."
Callionymiformes,Callionymidae,"Repomucenus huguenini","Huguenin's dragonet",native,"Malay : Bebaji bintik hitam","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rehug_u0.jpg"", ""Open image"")"
Scombriformes,Gempylidae,"Rexea bengalensis","Bengal escolar",native,"Malay : Eskolar Benggala","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Reben_u0.jpg"", ""Open image"")"
Scombriformes,Gempylidae,"Rexea prometheoides","Royal escolar",native,"Malay : Eskolar raja","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Repro_u0.jpg"", ""Open image"")"
Kurtiformes,Apogonidae,"Rhabdamia gracilis","Luminous cardinalfish",native,"Malay : Sebekah kaca","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rhgra_ua.jpg"", ""Open image"")"
Blenniiformes,Blenniidae,"Rhabdoblennius nitidus","Barred-chin blenny",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rhell_u0.jpg"", ""Open image"")"
Eupercaria/misc,Sparidae,"Rhabdosargus sarba","Goldlined seabream",native,"Malay : Mengkuku garis emas","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rhsar_u8.jpg"", ""Open image"")"
Rhinopristiformes,Rhinidae,"Rhina ancylostomus","Bowmouth guitarfish",native,"Malay : Pari-kemejan kepala keras","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rhanc_u6.jpg"", ""Open image"")"
Orectolobiformes,Rhincodontidae,"Rhincodon typus","Whale shark",native,"Malay : Yu paus","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rhtyp_ud.jpg"", ""Open image"")"
Tetraodontiformes,Balistidae,"Rhinecanthus verrucosus","Blackbelly triggerfish",native,"Malay : Jebong tompok hitam","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rhver_u0.jpg"", ""Open image"")"
Rhinopristiformes,Rhinobatidae,"Rhinobatos borneensis","Borneo guitarfish",native,,"No picture yet."
Rhinopristiformes,Rhinobatidae,"Rhinobatos thouiniana","Shaw's shovelnose guitar fish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rhtho_u3.jpg"", ""Open image"")"
Myliobatiformes,Rhinopteridae,"Rhinoptera javanica","Flapnose ray",native,"Malay : Pari-kelawar ekor panjang; Malay : Pari-kelawar Jawa; ","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rhjav_u0.jpg"", ""Open image"")"
Myliobatiformes,Rhinopteridae,"Rhinoptera jayakari","Oman cownose ray",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rhjay_u0.jpg"", ""Open image"")"
Carcharhiniformes,Carcharhinidae,"Rhizoprionodon acutus","Milk shark",native,"Malay : Yu muncung susu","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rhacu_m2.jpg"", ""Open image"")"
Carcharhiniformes,Carcharhinidae,"Rhizoprionodon oligolinx","Grey sharpnose shark",native,"Malay : Yu muncung minyak","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rholi_u0.jpg"", ""Open image"")"
Rhinopristiformes,Rhinidae,"Rhynchobatus australiae","Bottlenose wedgefish",native,"Malay : Pari-kemejan tompok putih","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rhaus_u2.jpg"", ""Open image"")"
Rhinopristiformes,Rhinidae,"Rhynchobatus springeri","Broadnose wedgefish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rhspr_u0.jpg"", ""Open image"")"
Beloniformes,Hemiramphidae,"Rhynchorhamphus georgii","Long billed half beak",native,"Malay : Jolong sumbu","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rhgeo_u1.jpg"", ""Open image"")"
Beloniformes,Hemiramphidae,"Rhynchorhamphus naga",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Rhnag_u0.gif"", ""Open image"")"
Perciformes/Scorpaenoidei,Platycephalidae,"Rogadius asper","Olive-tailed flathead",native,"Malay : Baji ekor belang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Roasp_u1.jpg"", ""Open image"")"
Perciformes/Scorpaenoidei,Platycephalidae,"Rogadius azizahae","Azizah's flathead",native,"Malay : Baji Azizah","No picture yet."
Perciformes/Scorpaenoidei,Platycephalidae,"Rogadius pristiger","Thorny flathead",native,"Malay : Baji badan berduri","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ropri_u4.jpg"", ""Open image"")"
Cypriniformes,Cyprinidae,"Rohteichthys microlepis",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Romic_u0.gif"", ""Open image"")"
Tetraodontiformes,Monacanthidae,"Rudarius excelsus","Diamond leatherjacket",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Ruexc_u0.jpg"", ""Open image"")"
Tetraodontiformes,Monacanthidae,"Rudarius minutus","Minute leatherjacket",native,"Malay : Kerosok karang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Rumin_u0.jpg"", ""Open image"")"
Perciformes/Uranoscopoidei,Pinguipedidae,"Ryukyupercis gushikeni","Rosy grubfish",native,"Malay : Haruan-laut merah ros","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Pagus_u0.jpg"", ""Open image"")"
Blenniiformes,Blenniidae,"Salarias ceramensis","Seram blenny",native,"Malay : Bleni seram","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sacer_u1.jpg"", ""Open image"")"
Blenniiformes,Blenniidae,"Salarias guttatus","Breastspot blenny",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sapat_u0.jpg"", ""Open image"")"
Blenniiformes,Blenniidae,"Salarias obscurus",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Saobs_u0.jpg"", ""Open image"")"
Blenniiformes,Blenniidae,"Salarias ramosus","Starry blenny",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Saram_u0.jpg"", ""Open image"")"
Blenniiformes,Blenniidae,"Salarias segmentatus","Segmented blenny",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Saseg_u3.jpg"", ""Open image"")"
Pleuronectiformes,Samaridae,"Samaris cristatus","Cockatoo righteye flounder",native,"Malay : Sebelah balung","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sacri_u2.jpg"", ""Open image"")"
Scombriformes,Scombridae,"Sarda orientalis","Striped bonito",native,"Malay : Aya bonito","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Saori_u0.jpg"", ""Open image"")"
Clupeiformes,Dorosomatidae,"Sardinella albella","White sardinella",native,"Malay : Tamban-sisik putih","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Saalb_u1.jpg"", ""Open image"")"
Clupeiformes,Dorosomatidae,"Sardinella brachysoma","Deepbody sardinella",native,"Malay : Tamban-sisik pipih","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sabra_u0.jpg"", ""Open image"")"
Clupeiformes,Dorosomatidae,"Sardinella fimbriata","Fringescale sardinella",native,"Malay : Tamban-sisik tajam","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Safim_u0.jpg"", ""Open image"")"
Clupeiformes,Dorosomatidae,"Sardinella gibbosa","Goldstripe sardinella",native,"Malay : Tamban-sisik jalurmas","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sagib_u2.jpg"", ""Open image"")"
Clupeiformes,Dorosomatidae,"Sardinella lemuru","Bali sardinella",native,"Malay : Tamban-sisik bali","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Salem_u2.jpg"", ""Open image"")"
Holocentriformes,Holocentridae,"Sargocentron cornutum","Threespot squirrelfish",native,"Malay : Sebekah-karang tritanda","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sacor_u1.jpg"", ""Open image"")"
Holocentriformes,Holocentridae,"Sargocentron microstoma","Smallmouth squirrelfish",native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Samic_u0.jpg"", ""Open image"")"
Holocentriformes,Holocentridae,"Sargocentron rubrum",Redcoat,native,"Malay : Sebekah-karang sirip hijau","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sarub_u2.jpg"", ""Open image"")"
Holocentriformes,Holocentridae,"Sargocentron spiniferum","Sabre squirrelfish",native,"Malay : Sebekah-karang merah","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Saspi_u0.jpg"", ""Open image"")"
Holocentriformes,Holocentridae,"Sargocentron tiere","Blue lined squirrelfish",native,"Malay : Sebekah-karang garis biru","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Satie_u1.jpg"", ""Open image"")"
Holocentriformes,Holocentridae,"Sargocentron violaceum","Violet squirrelfish",native,"Malay : Sebekah-karang sirip ungu","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Savio_u3.jpg"", ""Open image"")"
Perciformes/Scorpaenoidei,Peristediidae,"Satyrichthys laticeps",,native,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Saade_u2.jpg"", ""Open image"")"
Perciformes/Scorpaenoidei,Peristediidae,"Satyrichthys rieffeli","Spotted armoured-gurnard",native,"Malay : Pepatung tanda","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Sarie_u1.jpg"", ""Open image"")"
Anguilliformes,Nettastomatidae,"Saurenchelys fierasfer",,native,"English : Duckbill eel","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Safie_u0.jpg"", ""Open image"")"
Aulopiformes,Synodontidae,"Saurida argentea","Shortfin saury",native,,"No picture yet."
Aulopiformes,Synodontidae,"Saurida elongata","Slender lizardfish",native,"Malay : Conor lampai","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Saelo_u1.jpg"", ""Open image"")"
Aulopiformes,Synodontidae,"Saurida longimanus","Longfin lizardfish",native,"Malay : Conor sirip panjang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Salon_u4.jpg"", ""Open image"")"
Aulopiformes,Synodontidae,"Saurida micropectoralis","Shortfin lizardfish",native,"Malay : Conor sirip pendek","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Samic_u1.jpg"", ""Open image"")"
Aulopiformes,Synodontidae,"Saurida tumbil","Greater lizardfish",native,"Malay : Conor curut","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Satum_u3.jpg"", ""Open image"")"
Aulopiformes,Synodontidae,"Saurida undosquamis","Brushtooth lizardfish",native,"Malay : Conor ekor rintik","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Saund_u0.jpg"", ""Open image"")"
Gobiiformes,Oxudercidae,"Scartelaos histophorus","Walking goby",native,"Malay : Belodok layer","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Schis_u3.jpg"", ""Open image"")"
Eupercaria/misc,Labridae,"Scarus dimidiatus","Yellowbarred parrotfish",native,"Malay : Bayan belang","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scdim_u0.jpg"", ""Open image"")"
Eupercaria/misc,Labridae,"Scarus festivus","Festive parrotfish",native,"Malay : Bayan kepala bergaris","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scfes_u0.jpg"", ""Open image"")"
Eupercaria/misc,Labridae,"Scarus ghobban","Blue-barred parrotfish",native,"Malay : Bayan belang biru","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scgho_u4.jpg"", ""Open image"")"
Eupercaria/misc,Labridae,"Scarus globiceps","Globehead parrotfish",native,"Malay : Bayan tribaris sisik","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scglo_m0.jpg"", ""Open image"")"
Eupercaria/misc,Labridae,"Scarus hypselopterus","Yellowtail parrotfish",native,"Malay : Bayan Jawa","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Schyp_u2.jpg"", ""Open image"")"
Eupercaria/misc,Labridae,"Scarus oviceps","Darkcap parrotfish",native,"Malay : Bayan topi gelap","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scovi_u2.jpg"", ""Open image"")"
Eupercaria/misc,Labridae,"Scarus prasiognathos","Singapore parrotfish",native,"Malay : Bayan pipi hijau","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scpra_f3.jpg"", ""Open image"")"
Eupercaria/misc,Labridae,"Scarus quoyi","Quoy's parrotfish",native,"Malay : Bayan tompok","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scquo_m0.jpg"", ""Open image"")"
Eupercaria/misc,Labridae,"Scarus rivulatus","Rivulated parrotfish",native,"Malay : Bayan coreng","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scriv_u1.jpg"", ""Open image"")"
Eupercaria/misc,Labridae,"Scarus rubroviolaceus","Ember parrotfish",native,"Malay : Bayan bara","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scrub_m0.jpg"", ""Open image"")"
Eupercaria/misc,Labridae,"Scarus schlegeli","Yellowband parrotfish",native,"Malay : Bayan belang kuning","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Scsch_m1.jpg"", ""Open image"")"
